snapped_at,price,market_cap,total_volume
2015-07-01 00:00:00 UTC,257.51 ,3691294141.84 ,68104997.64 
2015-07-02 00:00:00 UTC,254.65 ,3651410104.64 ,52711167.63 
2015-07-03 00:00:00 UTC,255.16 ,3659678537.63 ,42339288.97 
2015-07-04 00:00:00 UTC,260.42 ,3736024266.38 ,42932957.08 
2015-07-05 00:00:00 UTC,271.04 ,3889432509.49 ,96139966.49 
2015-07-06 00:00:00 UTC,268.60 ,3855533497.75 ,111884711.20 
2015-07-07 00:00:00 UTC,265.38 ,3810376692.04 ,64748934.31 
2015-07-08 00:00:00 UTC,269.61 ,3871966451.43 ,79366281.26 
2015-07-09 00:00:00 UTC,268.89 ,3862503903.28 ,75940632.20 
2015-07-10 00:00:00 UTC,285.02 ,4095521056.49 ,113799594.14 
2015-07-11 00:00:00 UTC,291.89 ,4195301867.78 ,114394387.17 
2015-07-12 00:00:00 UTC,310.19 ,4459352692.66 ,115546321.24 
2015-07-13 00:00:00 UTC,290.67 ,4179711756.90 ,130058766.79 
2015-07-14 00:00:00 UTC,286.67 ,4122384618.06 ,74446013.37 
2015-07-15 00:00:00 UTC,283.95 ,4084701354.03 ,52932167.70 
2015-07-16 00:00:00 UTC,276.68 ,3981564979.05 ,97423601.54 
2015-07-17 00:00:00 UTC,278.37 ,4007009432.32 ,60573486.78 
2015-07-18 00:00:00 UTC,274.48 ,3951120257.43 ,52505422.18 
2015-07-19 00:00:00 UTC,272.81 ,3926969933.48 ,26896009.89 
2015-07-20 00:00:00 UTC,277.25 ,3993823954.03 ,40729476.38 
2015-07-21 00:00:00 UTC,274.94 ,3961652068.23 ,43239135.23 
2015-07-22 00:00:00 UTC,276.18 ,3980470592.07 ,43240737.35 
2015-07-23 00:00:00 UTC,275.61 ,3973299338.70 ,34164576.52 
2015-07-24 00:00:00 UTC,288.44 ,4158911304.54 ,79396118.75 
2015-07-25 00:00:00 UTC,288.39 ,4158095826.32 ,54859994.56 
2015-07-26 00:00:00 UTC,291.70 ,4205901558.49 ,40248392.33 
2015-07-27 00:00:00 UTC,292.61 ,4219037232.32 ,63540197.33 
2015-07-28 00:00:00 UTC,293.99 ,4238912996.72 ,63623601.60 
2015-07-29 00:00:00 UTC,288.72 ,4162873225.66 ,52624701.47 
2015-07-30 00:00:00 UTC,286.84 ,4135724833.44 ,43880110.29 
2015-07-31 00:00:00 UTC,283.68 ,4090154891.22 ,63971590.59 
2015-08-01 00:00:00 UTC,280.70 ,4047265065.76 ,53533745.83 
2015-08-02 00:00:00 UTC,281.73 ,4062048251.28 ,46165536.82 
2015-08-03 00:00:00 UTC,281.83 ,4063535808.71 ,41411646.71 
2015-08-04 00:00:00 UTC,284.24 ,4098275923.12 ,48308760.91 
2015-08-05 00:00:00 UTC,281.40 ,4057353077.60 ,43424335.53 
2015-08-06 00:00:00 UTC,278.01 ,4008508406.56 ,41914107.68 
2015-08-07 00:00:00 UTC,278.51 ,4015651480.28 ,47637462.17 
2015-08-08 00:00:00 UTC,259.80 ,3745910822.15 ,80056217.00 
2015-08-09 00:00:00 UTC,264.34 ,3811337988.90 ,67863178.91 
2015-08-10 00:00:00 UTC,263.58 ,3817350354.96 ,60783290.22 
2015-08-11 00:00:00 UTC,269.87 ,3909600811.62 ,64124893.00 
2015-08-12 00:00:00 UTC,267.71 ,3879202423.71 ,73043602.39 
2015-08-13 00:00:00 UTC,263.66 ,3821420843.64 ,57163446.80 
2015-08-14 00:00:00 UTC,265.13 ,3843674745.14 ,61280618.56 
2015-08-15 00:00:00 UTC,260.48 ,3777139796.81 ,38131976.87 
2015-08-16 00:00:00 UTC,257.82 ,3739450598.73 ,55868003.65 
2015-08-17 00:00:00 UTC,257.06 ,3729475807.20 ,51730292.40 
2015-08-18 00:00:00 UTC,253.08 ,3672268004.30 ,49833133.80 
2015-08-19 00:00:00 UTC,225.96 ,3279919634.10 ,143390129.28 
2015-08-20 00:00:00 UTC,234.64 ,3406736999.84 ,99655604.53 
2015-08-21 00:00:00 UTC,232.33 ,3374233144.92 ,62180213.61 
2015-08-22 00:00:00 UTC,229.15 ,3328896176.08 ,102329840.28 
2015-08-23 00:00:00 UTC,227.25 ,3302029052.64 ,72465770.67 
2015-08-24 00:00:00 UTC,210.09 ,3053595830.27 ,139379271.34 
2015-08-25 00:00:00 UTC,221.33 ,3217665292.19 ,183422133.03 
2015-08-26 00:00:00 UTC,225.27 ,3275815633.87 ,144278489.54 
2015-08-27 00:00:00 UTC,222.97 ,3243160210.60 ,69900344.07 
2015-08-28 00:00:00 UTC,231.66 ,3370431355.45 ,95134718.76 
2015-08-29 00:00:00 UTC,228.47 ,3324950575.27 ,56654306.07 
2015-08-30 00:00:00 UTC,228.07 ,3319968528.72 ,54615311.64 
2015-08-31 00:00:00 UTC,230.08 ,3350144206.29 ,58032869.77 
2015-09-01 00:00:00 UTC,227.16 ,3308579439.80 ,61479340.24 
2015-09-02 00:00:00 UTC,228.64 ,3331062656.78 ,47781609.22 
2015-09-03 00:00:00 UTC,226.57 ,3301579143.20 ,43765322.15 
2015-09-04 00:00:00 UTC,230.05 ,3353296684.94 ,55274502.38 
2015-09-05 00:00:00 UTC,234.75 ,3422635972.53 ,58712579.10 
2015-09-06 00:00:00 UTC,239.13 ,3487336313.15 ,70113446.30 
2015-09-07 00:00:00 UTC,240.50 ,3508277386.75 ,50336412.98 
2015-09-08 00:00:00 UTC,243.56 ,3553698013.06 ,67754768.56 
2015-09-09 00:00:00 UTC,237.95 ,3472697170.03 ,55993048.12 
2015-09-10 00:00:00 UTC,238.78 ,3485799693.18 ,48531118.88 
2015-09-11 00:00:00 UTC,240.00 ,3504653618.53 ,44294574.35 
2015-09-12 00:00:00 UTC,234.91 ,3431133648.02 ,40541222.50 
2015-09-13 00:00:00 UTC,230.50 ,3367623264.42 ,46253457.41 
2015-09-14 00:00:00 UTC,230.21 ,3364179590.25 ,52117340.61 
2015-09-15 00:00:00 UTC,229.91 ,3360764475.48 ,58562863.20 
2015-09-16 00:00:00 UTC,228.46 ,3340446394.80 ,51089489.85 
2015-09-17 00:00:00 UTC,232.75 ,3403177100.10 ,54594105.83 
2015-09-18 00:00:00 UTC,232.35 ,3399002106.70 ,79606359.73 
2015-09-19 00:00:00 UTC,231.27 ,3383904198.11 ,39022087.91 
2015-09-20 00:00:00 UTC,230.66 ,3375670110.55 ,36477159.26 
2015-09-21 00:00:00 UTC,226.45 ,3314850054.32 ,36795275.82 
2015-09-22 00:00:00 UTC,229.88 ,3365879385.27 ,71785978.84 
2015-09-23 00:00:00 UTC,229.87 ,3366614506.80 ,53526673.24 
2015-09-24 00:00:00 UTC,233.93 ,3426856523.43 ,124125639.30 
2015-09-25 00:00:00 UTC,234.98 ,3443254571.12 ,115435785.46 
2015-09-26 00:00:00 UTC,234.53 ,3437534062.27 ,93607431.45 
2015-09-27 00:00:00 UTC,232.83 ,3413577894.96 ,75776526.64 
2015-09-28 00:00:00 UTC,239.28 ,3508852288.51 ,245683532.13 
2015-09-29 00:00:00 UTC,237.23 ,3479847405.18 ,115160470.82 
2015-09-30 00:00:00 UTC,236.05 ,3463401139.07 ,76056339.96 
2015-10-01 00:00:00 UTC,237.74 ,3489093808.33 ,72356986.65 
2015-10-02 00:00:00 UTC,237.26 ,3482919072.14 ,84448749.10 
2015-10-03 00:00:00 UTC,238.97 ,3508906579.53 ,73353042.37 
2015-10-04 00:00:00 UTC,238.66 ,3505203181.94 ,78899567.08 
2015-10-05 00:00:00 UTC,240.32 ,3530596945.80 ,107434379.86 
2015-10-06 00:00:00 UTC,246.44 ,3621402163.50 ,135776679.78 
2015-10-07 00:00:00 UTC,243.22 ,3574397657.83 ,121587412.76 
2015-10-08 00:00:00 UTC,242.90 ,3569664084.28 ,97564224.99 
2015-10-09 00:00:00 UTC,244.21 ,3588832044.47 ,109153976.98 
2015-10-10 00:00:00 UTC,245.32 ,3607756618.65 ,89165069.70 
2015-10-11 00:00:00 UTC,247.54 ,3640379548.48 ,79268221.72 
2015-10-12 00:00:00 UTC,245.57 ,3611362597.28 ,108125413.62 
2015-10-13 00:00:00 UTC,249.41 ,3667819987.00 ,164455688.10 
2015-10-14 00:00:00 UTC,252.70 ,3720285701.44 ,321865165.91 
2015-10-15 00:00:00 UTC,254.63 ,3749948525.35 ,207297257.62 
2015-10-16 00:00:00 UTC,262.37 ,3864938757.11 ,332398256.17 
2015-10-17 00:00:00 UTC,270.36 ,3983558775.52 ,271593080.80 
2015-10-18 00:00:00 UTC,262.23 ,3864772725.83 ,116712427.06 
2015-10-19 00:00:00 UTC,264.21 ,3894955159.10 ,224715633.91 
2015-10-20 00:00:00 UTC,270.27 ,3985078068.00 ,319017395.23 
2015-10-21 00:00:00 UTC,267.02 ,3938178700.69 ,201630914.86 
2015-10-22 00:00:00 UTC,273.57 ,4035872003.85 ,229034925.68 
2015-10-23 00:00:00 UTC,277.39 ,4093191773.37 ,130573069.75 
2015-10-24 00:00:00 UTC,282.96 ,4176382824.68 ,168029249.38 
2015-10-25 00:00:00 UTC,284.75 ,4203955930.03 ,336860319.59 
2015-10-26 00:00:00 UTC,285.52 ,4215884952.02 ,221583939.26 
2015-10-27 00:00:00 UTC,294.81 ,4354732830.69 ,329397533.94 
2015-10-28 00:00:00 UTC,303.64 ,4486177628.60 ,387209571.06 
2015-10-29 00:00:00 UTC,313.91 ,4639133966.83 ,543163761.47 
2015-10-30 00:00:00 UTC,325.80 ,4816269544.72 ,843340993.22 
2015-10-31 00:00:00 UTC,312.28 ,4617510889.91 ,321997491.80 
2015-11-01 00:00:00 UTC,325.00 ,4806796483.20 ,582434357.37 
2015-11-02 00:00:00 UTC,350.77 ,5189223756.42 ,636690229.01 
2015-11-03 00:00:00 UTC,398.24 ,5893149469.89 ,987283928.32 
2015-11-04 00:00:00 UTC,404.36 ,5985308848.63 ,984425381.79 
2015-11-05 00:00:00 UTC,387.47 ,5736789622.45 ,913505444.80 
2015-11-06 00:00:00 UTC,372.83 ,5521254799.20 ,770242854.48 
2015-11-07 00:00:00 UTC,387.06 ,5733490750.50 ,462741972.47 
2015-11-08 00:00:00 UTC,371.50 ,5504396533.20 ,264157489.62 
2015-11-09 00:00:00 UTC,380.64 ,5641277305.40 ,420137368.37 
2015-11-10 00:00:00 UTC,336.87 ,4993780086.52 ,620473336.37 
2015-11-11 00:00:00 UTC,305.98 ,4537161821.45 ,572707252.53 
2015-11-12 00:00:00 UTC,337.96 ,5012582355.50 ,546923067.47 
2015-11-13 00:00:00 UTC,337.37 ,5005284729.20 ,414918018.07 
2015-11-14 00:00:00 UTC,331.50 ,4919391964.75 ,131135195.64 
2015-11-15 00:00:00 UTC,320.48 ,4757160338.70 ,237800138.66 
2015-11-16 00:00:00 UTC,331.35 ,4919473733.63 ,239442892.61 
2015-11-17 00:00:00 UTC,335.11 ,4976968038.70 ,236625919.27 
2015-11-18 00:00:00 UTC,335.45 ,4983266453.20 ,185981663.29 
2015-11-19 00:00:00 UTC,325.57 ,4837533520.00 ,206391901.27 
2015-11-20 00:00:00 UTC,321.42 ,4777269083.55 ,123560944.18 
2015-11-21 00:00:00 UTC,325.16 ,4834317690.45 ,199949522.19 
2015-11-22 00:00:00 UTC,323.40 ,4809449591.25 ,167053005.40 
2015-11-23 00:00:00 UTC,322.83 ,4802404204.00 ,188739479.44 
2015-11-24 00:00:00 UTC,319.98 ,4761183526.82 ,103800161.91 
2015-11-25 00:00:00 UTC,328.17 ,4884311515.72 ,714595229.54 
2015-11-26 00:00:00 UTC,356.25 ,5303722123.25 ,1237550807.65 
2015-11-27 00:00:00 UTC,359.01 ,5346023825.73 ,895711315.71 
2015-11-28 00:00:00 UTC,356.21 ,5305804455.90 ,667783121.78 
2015-11-29 00:00:00 UTC,371.49 ,5534688265.60 ,921927632.16 
2015-11-30 00:00:00 UTC,378.27 ,5637217098.63 ,1299027009.49 
2015-12-01 00:00:00 UTC,363.45 ,5417967322.50 ,523072117.51 
2015-12-02 00:00:00 UTC,358.82 ,5350373990.50 ,1153668371.96 
2015-12-03 00:00:00 UTC,360.95 ,5383466480.70 ,1149814390.14 
2015-12-04 00:00:00 UTC,362.77 ,5411894143.62 ,1039912869.97 
2015-12-05 00:00:00 UTC,390.65 ,5829507439.88 ,1426331736.14 
2015-12-06 00:00:00 UTC,394.01 ,5881283993.70 ,1512626609.73 
2015-12-07 00:00:00 UTC,394.36 ,5887868033.13 ,1282263557.40 
2015-12-08 00:00:00 UTC,412.93 ,6167016640.75 ,954462002.25 
2015-12-09 00:00:00 UTC,417.37 ,6235070986.20 ,1528970867.73 
2015-12-10 00:00:00 UTC,416.91 ,6230407267.50 ,1275837073.44 
2015-12-11 00:00:00 UTC,452.41 ,6762812523.75 ,1623480958.45 
2015-12-12 00:00:00 UTC,434.90 ,6502593547.98 ,1745413356.78 
2015-12-13 00:00:00 UTC,435.82 ,6517994663.13 ,1484344615.62 
2015-12-14 00:00:00 UTC,443.28 ,6631778541.60 ,1497157323.94 
2015-12-15 00:00:00 UTC,465.00 ,6958907659.57 ,1555251795.36 
2015-12-16 00:00:00 UTC,453.91 ,6794808883.75 ,896686369.83 
2015-12-17 00:00:00 UTC,456.47 ,6834975641.85 ,1302614351.28 
2015-12-18 00:00:00 UTC,463.82 ,6946908498.60 ,1135226734.00 
2015-12-19 00:00:00 UTC,462.05 ,6922223916.85 ,556941126.99 
2015-12-20 00:00:00 UTC,441.13 ,6610549657.72 ,1175787490.62 
2015-12-21 00:00:00 UTC,437.81 ,6562505169.83 ,1416880180.00 
2015-12-22 00:00:00 UTC,436.24 ,6540512246.93 ,1296402582.26 
2015-12-23 00:00:00 UTC,442.82 ,6640942254.90 ,955949147.61 
2015-12-24 00:00:00 UTC,454.91 ,6823821080.83 ,1418671442.06 
2015-12-25 00:00:00 UTC,455.74 ,6838203626.10 ,1058738142.20 
2015-12-26 00:00:00 UTC,417.09 ,6260008700.40 ,1725069505.99 
2015-12-27 00:00:00 UTC,423.93 ,6364767557.50 ,1378749291.49 
2015-12-28 00:00:00 UTC,420.71 ,6318056013.90 ,1310931884.67 
2015-12-29 00:00:00 UTC,432.15 ,6491698545.65 ,1176234726.80 
2015-12-30 00:00:00 UTC,426.81 ,6413208734.63 ,1227648166.04 
2015-12-31 00:00:00 UTC,431.14 ,6479728151.18 ,1310033274.61 
2016-01-01 00:00:00 UTC,434.43 ,6530621623.57 ,1338781510.59 
2016-01-02 00:00:00 UTC,434.33 ,6530688608.25 ,769869067.60 
2016-01-03 00:00:00 UTC,430.20 ,6470199429.90 ,984185979.65 
2016-01-04 00:00:00 UTC,433.53 ,6522334778.05 ,1021957722.84 
2016-01-05 00:00:00 UTC,432.12 ,6502628563.13 ,758209345.88 
2016-01-06 00:00:00 UTC,431.34 ,6492499350.98 ,833341869.28 
2016-01-07 00:00:00 UTC,456.43 ,6870164692.05 ,1637948558.26 
2016-01-08 00:00:00 UTC,454.70 ,6847658073.56 ,1501742593.98 
2016-01-09 00:00:00 UTC,448.71 ,6759240198.75 ,1085553694.14 
2016-01-10 00:00:00 UTC,447.21 ,6738604517.40 ,1361099089.94 
2016-01-11 00:00:00 UTC,448.35 ,6757695467.60 ,1182725805.93 
2016-01-12 00:00:00 UTC,445.79 ,6721027667.20 ,888588584.76 
2016-01-13 00:00:00 UTC,432.12 ,6516499236.00 ,1584488640.98 
2016-01-14 00:00:00 UTC,429.24 ,6474583370.17 ,1266295629.46 
2016-01-15 00:00:00 UTC,365.91 ,5519407460.20 ,1576734613.70 
2016-01-16 00:00:00 UTC,384.81 ,5806905132.60 ,1710583688.22 
2016-01-17 00:00:00 UTC,386.36 ,5830189311.20 ,1476285800.55 
2016-01-18 00:00:00 UTC,385.13 ,5814809590.70 ,1357696058.82 
2016-01-19 00:00:00 UTC,379.02 ,5723770825.50 ,1157108220.85 
2016-01-20 00:00:00 UTC,418.85 ,6326929406.40 ,1674254290.15 
2016-01-21 00:00:00 UTC,407.82 ,6161646248.88 ,1484721462.29 
2016-01-22 00:00:00 UTC,377.21 ,5700897323.25 ,1626853795.96 
2016-01-23 00:00:00 UTC,389.64 ,5889248376.55 ,755378842.13 
2016-01-24 00:00:00 UTC,403.06 ,6094932220.80 ,1458284443.52 
2016-01-25 00:00:00 UTC,392.33 ,5934195570.05 ,1332190240.79 
2016-01-26 00:00:00 UTC,392.46 ,5937437389.80 ,1231352757.48 
2016-01-27 00:00:00 UTC,394.49 ,5968224752.18 ,1023661369.62 
2016-01-28 00:00:00 UTC,379.55 ,5745544310.40 ,1144817695.52 
2016-01-29 00:00:00 UTC,378.91 ,5737400248.80 ,1378222858.25 
2016-01-30 00:00:00 UTC,376.92 ,5709052772.55 ,926767404.35 
2016-01-31 00:00:00 UTC,364.35 ,5520342696.00 ,795209372.71 
2016-02-01 00:00:00 UTC,371.04 ,5623172735.13 ,1028395380.88 
2016-02-02 00:00:00 UTC,372.87 ,5652529732.80 ,669492000.73 
2016-02-03 00:00:00 UTC,368.12 ,5582278351.50 ,701511710.56 
2016-02-04 00:00:00 UTC,388.38 ,5891023099.60 ,1068491901.08 
2016-02-05 00:00:00 UTC,385.73 ,5852736452.33 ,1099201402.33 
2016-02-06 00:00:00 UTC,374.90 ,5690251854.25 ,979578026.00 
2016-02-07 00:00:00 UTC,375.52 ,5701239912.88 ,551083226.54 
2016-02-08 00:00:00 UTC,371.14 ,5636117688.00 ,542257471.06 
2016-02-09 00:00:00 UTC,373.91 ,5679902055.40 ,465479007.44 
2016-02-10 00:00:00 UTC,379.83 ,5771368714.85 ,814090887.71 
2016-02-11 00:00:00 UTC,377.06 ,5730998806.50 ,503979335.12 
2016-02-12 00:00:00 UTC,382.72 ,5818750496.00 ,658159244.50 
2016-02-13 00:00:00 UTC,390.42 ,5937412022.40 ,740171994.73 
2016-02-14 00:00:00 UTC,404.14 ,6147686974.00 ,1319015072.57 
2016-02-15 00:00:00 UTC,399.38 ,6076721221.08 ,1388195099.85 
2016-02-16 00:00:00 UTC,407.01 ,6194279970.37 ,1111797900.45 
2016-02-17 00:00:00 UTC,416.85 ,6345582495.00 ,1296165324.18 
2016-02-18 00:00:00 UTC,421.42 ,6417045471.75 ,1445224878.52 
2016-02-19 00:00:00 UTC,419.38 ,6387331882.93 ,601898504.28 
2016-02-20 00:00:00 UTC,441.12 ,6720209556.00 ,1385245439.88 
2016-02-21 00:00:00 UTC,438.65 ,6684028071.25 ,1506908216.59 
2016-02-22 00:00:00 UTC,437.80 ,6672478907.47 ,1166708341.42 
2016-02-23 00:00:00 UTC,420.30 ,6407178255.95 ,1465084346.96 
2016-02-24 00:00:00 UTC,423.19 ,6452416826.40 ,1457408415.89 
2016-02-25 00:00:00 UTC,423.14 ,6453391534.75 ,1416389937.22 
2016-02-26 00:00:00 UTC,427.03 ,6514156583.40 ,58325277.64 
2016-02-27 00:00:00 UTC,432.14 ,6593663289.80 ,595150632.37 
2016-02-28 00:00:00 UTC,432.80 ,6605163875.28 ,546124185.87 
2016-02-29 00:00:00 UTC,436.92 ,6669535766.08 ,1847224330.90 
2016-03-01 00:00:00 UTC,431.37 ,6586086153.80 ,2515777833.93 
2016-03-02 00:00:00 UTC,424.49 ,6482862265.50 ,2052408228.79 
2016-03-03 00:00:00 UTC,420.17 ,6418406144.70 ,2737847218.46 
2016-03-04 00:00:00 UTC,409.41 ,6255529065.60 ,2408874554.41 
2016-03-05 00:00:00 UTC,397.24 ,6071173237.35 ,2766255766.64 
2016-03-06 00:00:00 UTC,404.91 ,6189869498.40 ,2521764887.18 
2016-03-07 00:00:00 UTC,413.74 ,6326260439.50 ,2361080396.00 
2016-03-08 00:00:00 UTC,411.88 ,6299329213.40 ,1845168034.28 
2016-03-09 00:00:00 UTC,412.32 ,6307800373.65 ,1705210742.92 
2016-03-10 00:00:00 UTC,416.29 ,6370256293.50 ,2166212980.42 
2016-03-11 00:00:00 UTC,419.30 ,6417916283.70 ,2440375016.83 
2016-03-12 00:00:00 UTC,410.80 ,6289332499.93 ,2292018374.44 
2016-03-13 00:00:00 UTC,412.49 ,6316587496.87 ,1845648236.29 
2016-03-14 00:00:00 UTC,414.59 ,6350177715.75 ,1803876534.27 
2016-03-15 00:00:00 UTC,415.64 ,6367983805.88 ,2111129338.31 
2016-03-16 00:00:00 UTC,416.54 ,6383495145.60 ,1895643174.07 
2016-03-17 00:00:00 UTC,418.40 ,6413413020.00 ,1743173852.73 
2016-03-18 00:00:00 UTC,408.28 ,6259667304.00 ,2438769296.17 
2016-03-19 00:00:00 UTC,406.74 ,6237403575.85 ,1764836350.22 
2016-03-20 00:00:00 UTC,411.88 ,6317806512.75 ,1440329762.29 
2016-03-21 00:00:00 UTC,411.09 ,6307102003.85 ,2250456009.67 
2016-03-22 00:00:00 UTC,416.36 ,6389481378.00 ,2041042449.98 
2016-03-23 00:00:00 UTC,418.08 ,6417382984.80 ,1985257305.37 
2016-03-24 00:00:00 UTC,414.88 ,6369854280.12 ,2021330255.05 
2016-03-25 00:00:00 UTC,415.74 ,6384534070.28 ,1933831281.75 
2016-03-26 00:00:00 UTC,416.71 ,6401148697.12 ,1604214632.41 
2016-03-27 00:00:00 UTC,425.35 ,6535264076.78 ,2326287423.82 
2016-03-28 00:00:00 UTC,422.76 ,6497115017.10 ,2155194925.89 
2016-03-29 00:00:00 UTC,415.55 ,6388027423.53 ,2681866388.83 
2016-03-30 00:00:00 UTC,412.60 ,6344204936.18 ,2387281658.23 
2016-03-31 00:00:00 UTC,415.37 ,6388090244.55 ,1432304098.83 
2016-04-01 00:00:00 UTC,416.75 ,6410999713.95 ,447338222.98 
2016-04-02 00:00:00 UTC,419.67 ,6457346880.75 ,633704453.99 
2016-04-03 00:00:00 UTC,418.19 ,6435354873.38 ,429476810.40 
2016-04-04 00:00:00 UTC,419.44 ,6456959980.95 ,525611739.83 
2016-04-05 00:00:00 UTC,422.65 ,6508054061.93 ,541558101.33 
2016-04-06 00:00:00 UTC,421.66 ,6494387877.60 ,527136257.71 
2016-04-07 00:00:00 UTC,421.08 ,6486917898.70 ,593936633.50 
2016-04-08 00:00:00 UTC,418.47 ,6448380946.35 ,727873660.90 
2016-04-09 00:00:00 UTC,416.15 ,6413012926.13 ,791269617.29 
2016-04-10 00:00:00 UTC,421.13 ,6492839084.15 ,484836963.84 
2016-04-11 00:00:00 UTC,422.58 ,6516847462.20 ,710470936.91 
2016-04-12 00:00:00 UTC,426.18 ,6573884543.10 ,1182165394.17 
2016-04-13 00:00:00 UTC,424.27 ,6546120648.08 ,785800595.97 
2016-04-14 00:00:00 UTC,424.93 ,6558071165.70 ,616490737.78 
2016-04-15 00:00:00 UTC,429.97 ,6637309897.95 ,841700526.63 
2016-04-16 00:00:00 UTC,430.94 ,6653836775.25 ,743886906.61 
2016-04-17 00:00:00 UTC,428.03 ,6610502491.38 ,528907575.42 
2016-04-18 00:00:00 UTC,428.51 ,6619389285.60 ,549297574.32 
2016-04-19 00:00:00 UTC,436.37 ,6742483781.00 ,674540887.31 
2016-04-20 00:00:00 UTC,441.92 ,6830010642.20 ,1101674781.41 
2016-04-21 00:00:00 UTC,451.08 ,6973348482.38 ,1340299673.30 
2016-04-22 00:00:00 UTC,447.49 ,6919439820.80 ,1244399315.42 
2016-04-23 00:00:00 UTC,451.82 ,6987975324.30 ,835075482.69 
2016-04-24 00:00:00 UTC,459.92 ,7114859335.02 ,1609960186.84 
2016-04-25 00:00:00 UTC,460.47 ,7123685299.60 ,1607304204.36 
2016-04-26 00:00:00 UTC,467.86 ,7240796776.80 ,1278134938.87 
2016-04-27 00:00:00 UTC,444.79 ,6885300360.83 ,1344104894.48 
2016-04-28 00:00:00 UTC,449.38 ,6957889602.77 ,1497339511.36 
2016-04-29 00:00:00 UTC,456.57 ,7070940369.35 ,683291625.35 
2016-04-30 00:00:00 UTC,447.90 ,6938342199.67 ,577836728.86 
2016-05-01 00:00:00 UTC,452.59 ,7012822521.60 ,394606185.84 
2016-05-02 00:00:00 UTC,444.49 ,6888908380.20 ,679795242.36 
2016-05-03 00:00:00 UTC,450.30 ,6980741977.50 ,460396814.08 
2016-05-04 00:00:00 UTC,447.12 ,6933273129.45 ,430680620.32 
2016-05-05 00:00:00 UTC,448.92 ,6962982234.90 ,547921245.84 
2016-05-06 00:00:00 UTC,461.62 ,7161803490.00 ,892002595.45 
2016-05-07 00:00:00 UTC,459.25 ,7126736757.20 ,418352341.34 
2016-05-08 00:00:00 UTC,459.28 ,7129139992.98 ,640880145.13 
2016-05-09 00:00:00 UTC,461.75 ,7169395601.23 ,892533004.17 
2016-05-10 00:00:00 UTC,450.33 ,6993799201.15 ,1121093826.61 
2016-05-11 00:00:00 UTC,452.18 ,7024148586.00 ,672525013.61 
2016-05-12 00:00:00 UTC,454.73 ,7065405649.05 ,697010377.09 
2016-05-13 00:00:00 UTC,456.01 ,7086941589.10 ,489812072.37 
2016-05-14 00:00:00 UTC,455.50 ,7080714421.98 ,540603400.50 
2016-05-15 00:00:00 UTC,457.84 ,7118621364.88 ,514727783.65 
2016-05-16 00:00:00 UTC,454.89 ,7074393585.08 ,649625052.45 
2016-05-17 00:00:00 UTC,452.42 ,7037627799.90 ,456208618.57 
2016-05-18 00:00:00 UTC,453.37 ,7054124066.03 ,382814029.87 
2016-05-19 00:00:00 UTC,440.54 ,6855767039.27 ,626926267.80 
2016-05-20 00:00:00 UTC,441.89 ,6878428608.00 ,644225134.66 
2016-05-21 00:00:00 UTC,443.15 ,6899543980.47 ,382669886.13 
2016-05-22 00:00:00 UTC,438.68 ,6831902516.25 ,369986913.35 
2016-05-23 00:00:00 UTC,443.18 ,6903990658.13 ,378979422.06 
2016-05-24 00:00:00 UTC,445.77 ,6945849971.53 ,423917608.14 
2016-05-25 00:00:00 UTC,449.05 ,6998825287.12 ,593928754.58 
2016-05-26 00:00:00 UTC,453.73 ,7073262177.90 ,772901620.22 
2016-05-27 00:00:00 UTC,473.86 ,7388724420.00 ,1609915743.82 
2016-05-28 00:00:00 UTC,528.55 ,8243121751.87 ,2308852891.94 
2016-05-29 00:00:00 UTC,524.62 ,8182390025.20 ,2265760454.97 
2016-05-30 00:00:00 UTC,534.22 ,8335577205.60 ,1027238918.16 
2016-05-31 00:00:00 UTC,531.41 ,8293336919.63 ,976889071.47 
2016-06-01 00:00:00 UTC,539.17 ,8416291167.20 ,864207752.91 
2016-06-02 00:00:00 UTC,538.83 ,8413013019.60 ,655601895.74 
2016-06-03 00:00:00 UTC,570.44 ,8908568259.37 ,947549857.38 
2016-06-04 00:00:00 UTC,573.53 ,8958404429.25 ,1014758653.67 
2016-06-05 00:00:00 UTC,574.48 ,8975651027.51 ,980649173.44 
2016-06-06 00:00:00 UTC,585.56 ,9151383511.05 ,850291006.70 
2016-06-07 00:00:00 UTC,577.91 ,9033842181.76 ,995595869.95 
2016-06-08 00:00:00 UTC,583.14 ,9117713569.92 ,625927307.70 
2016-06-09 00:00:00 UTC,577.61 ,9033585757.73 ,570784842.22 
2016-06-10 00:00:00 UTC,579.23 ,9060944979.94 ,574507838.26 
2016-06-11 00:00:00 UTC,597.75 ,9352955399.18 ,567638086.26 
2016-06-12 00:00:00 UTC,671.71 ,10512767357.04 ,2134843166.85 
2016-06-13 00:00:00 UTC,704.29 ,11025583301.96 ,1929369214.33 
2016-06-14 00:00:00 UTC,685.93 ,10740428205.86 ,1295617503.88 
2016-06-15 00:00:00 UTC,693.23 ,10857217289.95 ,1111645975.75 
2016-06-16 00:00:00 UTC,765.46 ,11991494582.52 ,2295279422.85 
2016-06-17 00:00:00 UTC,749.42 ,11742908607.65 ,2089119189.06 
2016-06-18 00:00:00 UTC,756.80 ,11861509350.42 ,1639977543.48 
2016-06-19 00:00:00 UTC,764.05 ,11978503075.35 ,1440147059.44 
